gpu_model,task,model_size,batch_size,image_size,time_type,value
NVIDIA GeForce RTX 3090 Ti,-pose.pt,yolov8m,20,640,ave_time,0.00452674794010818
NVIDIA GeForce RTX 3090 Ti,-pose.pt,yolov8m,20,640,batch_time,0.0905349588021636
NVIDIA GeForce RTX 3090 Ti,-pose.pt,yolov8m,20,1088,ave_time,0.011993751829722895
NVIDIA GeForce RTX 3090 Ti,-pose.pt,yolov8m,20,1088,batch_time,0.2398750365944579
NVIDIA GeForce RTX 3090 Ti,-pose.pt,yolov8l,1,320,ave_time,0.005026963516138494
NVIDIA GeForce RTX 3090 Ti,-pose.pt,yolov8l,1,320,batch_time,0.005026963516138494
NVIDIA GeForce RTX 3090 Ti,-pose.pt,yolov8l,1,640,ave_time,0.009107938199304045
NVIDIA GeForce RTX 3090 Ti,-pose.pt,yolov8l,1,640,batch_time,0.009107938199304045
NVIDIA GeForce RTX 3090 Ti,-pose.pt,yolov8l,1,1088,ave_time,0.022250038990750908
NVIDIA GeForce RTX 3090 Ti,-pose.pt,yolov8l,1,1088,batch_time,0.022250038990750908
NVIDIA GeForce RTX 3090 Ti,-pose.pt,yolov8l,2,320,ave_time,0.0036162451491691173
NVIDIA GeForce RTX 3090 Ti,-pose.pt,yolov8l,2,320,batch_time,0.007232490298338235
NVIDIA GeForce RTX 3090 Ti,-pose.pt,yolov8l,2,640,ave_time,0.007815400301478804
NVIDIA GeForce RTX 3090 Ti,-pose.pt,yolov8l,2,640,batch_time,0.015630800602957608
NVIDIA GeForce RTX 3090 Ti,-pose.pt,yolov8l,2,1088,ave_time,0.021020283398684114
NVIDIA GeForce RTX 3090 Ti,-pose.pt,yolov8l,2,1088,batch_time,0.04204056679736823
NVIDIA GeForce RTX 3090 Ti,-pose.pt,yolov8l,4,320,ave_time,0.002463403175352141
NVIDIA GeForce RTX 3090 Ti,-pose.pt,yolov8l,4,320,batch_time,0.009853612701408564
NVIDIA GeForce RTX 3090 Ti,-pose.pt,yolov8l,4,640,ave_time,0.0069967829738743605
NVIDIA GeForce RTX 3090 Ti,-pose.pt,yolov8l,4,640,batch_time,0.027987131895497442
NVIDIA GeForce RTX 3090 Ti,-pose.pt,yolov8l,4,1088,ave_time,0.019039861153578384
NVIDIA GeForce RTX 3090 Ti,-pose.pt,yolov8l,4,1088,batch_time,0.07615944461431354
NVIDIA GeForce RTX 3090 Ti,-pose.pt,yolov8l,8,320,ave_time,0.002259865586529486
NVIDIA GeForce RTX 3090 Ti,-pose.pt,yolov8l,8,320,batch_time,0.018078924692235886
NVIDIA GeForce RTX 3090 Ti,-pose.pt,yolov8l,8,640,ave_time,0.006884188725962304
NVIDIA GeForce RTX 3090 Ti,-pose.pt,yolov8l,8,640,batch_time,0.05507350980769843
NVIDIA GeForce RTX 3090 Ti,-pose.pt,yolov8l,8,1088,ave_time,0.0182209849008359
NVIDIA GeForce RTX 3090 Ti,-pose.pt,yolov8l,8,1088,batch_time,0.1457678792066872
NVIDIA GeForce RTX 3090 Ti,-pose.pt,yolov8l,12,320,ave_time,0.0023049649588453274
NVIDIA GeForce RTX 3090 Ti,-pose.pt,yolov8l,12,320,batch_time,0.02765957950614393
NVIDIA GeForce RTX 3090 Ti,-pose.pt,yolov8l,12,640,ave_time,0.006681164583036055
NVIDIA GeForce RTX 3090 Ti,-pose.pt,yolov8l,12,640,batch_time,0.08017397499643267
NVIDIA GeForce RTX 3090 Ti,-pose.pt,yolov8l,12,1088,ave_time,0.017649016201418514
NVIDIA GeForce RTX 3090 Ti,-pose.pt,yolov8l,12,1088,batch_time,0.21178819441702218
NVIDIA GeForce RTX 3090 Ti,-pose.pt,yolov8l,16,320,ave_time,0.0022245046129683033
NVIDIA GeForce RTX 3090 Ti,-pose.pt,yolov8l,16,320,batch_time,0.03559207380749285
NVIDIA GeForce RTX 3090 Ti,-pose.pt,yolov8l,16,640,ave_time,0.0066779072934878055
NVIDIA GeForce RTX 3090 Ti,-pose.pt,yolov8l,16,640,batch_time,0.10684651669580489
NVIDIA GeForce RTX 3090 Ti,-pose.pt,yolov8l,16,1088,ave_time,0.018233518817578443
NVIDIA GeForce RTX 3090 Ti,-pose.pt,yolov8l,16,1088,batch_time,0.2917363010812551
NVIDIA GeForce RTX 3090 Ti,-pose.pt,yolov8l,20,320,ave_time,0.0021753529144916683
NVIDIA GeForce RTX 3090 Ti,-pose.pt,yolov8l,20,320,batch_time,0.04350705828983337
NVIDIA GeForce RTX 3090 Ti,-pose.pt,yolov8l,20,640,ave_time,0.0065964643855113535
NVIDIA GeForce RTX 3090 Ti,-pose.pt,yolov8l,20,640,batch_time,0.13192928771022708
NVIDIA GeForce RTX 3090 Ti,-pose.pt,yolov8l,20,1088,ave_time,0.018131190964486447
NVIDIA GeForce RTX 3090 Ti,-pose.pt,yolov8l,20,1088,batch_time,0.362623819289729
NVIDIA GeForce RTX 3090 Ti,-pose.pt,yolov8x,1,320,ave_time,0.006402397900819779
NVIDIA GeForce RTX 3090 Ti,-pose.pt,yolov8x,1,320,batch_time,0.006402397900819779
NVIDIA GeForce RTX 3090 Ti,-pose.pt,yolov8x,1,640,ave_time,0.014396196603775025
NVIDIA GeForce RTX 3090 Ti,-pose.pt,yolov8x,1,640,batch_time,0.014396196603775025
NVIDIA GeForce RTX 3090 Ti,-pose.pt,yolov8x,1,1088,ave_time,0.03463763510808349
NVIDIA GeForce RTX 3090 Ti,-pose.pt,yolov8x,1,1088,batch_time,0.03463763510808349
NVIDIA GeForce RTX 3090 Ti,-pose.pt,yolov8x,2,320,ave_time,0.004701665102038533
NVIDIA GeForce RTX 3090 Ti,-pose.pt,yolov8x,2,320,batch_time,0.009403330204077066
NVIDIA GeForce RTX 3090 Ti,-pose.pt,yolov8x,2,640,ave_time,0.012289794953539967
NVIDIA GeForce RTX 3090 Ti,-pose.pt,yolov8x,2,640,batch_time,0.024579589907079934
NVIDIA GeForce RTX 3090 Ti,-pose.pt,yolov8x,2,1088,ave_time,0.030807595292571932
NVIDIA GeForce RTX 3090 Ti,-pose.pt,yolov8x,2,1088,batch_time,0.061615190585143864
NVIDIA GeForce RTX 3090 Ti,-pose.pt,yolov8x,4,320,ave_time,0.004139578802278265
NVIDIA GeForce RTX 3090 Ti,-pose.pt,yolov8x,4,320,batch_time,0.01655831520911306
NVIDIA GeForce RTX 3090 Ti,-pose.pt,yolov8x,4,640,ave_time,0.011712446500314399
NVIDIA GeForce RTX 3090 Ti,-pose.pt,yolov8x,4,640,batch_time,0.046849786001257596
NVIDIA GeForce RTX 3090 Ti,-pose.pt,yolov8x,4,1088,ave_time,0.032875256199622525
NVIDIA GeForce RTX 3090 Ti,-pose.pt,yolov8x,4,1088,batch_time,0.1315010247984901
NVIDIA GeForce RTX 3090 Ti,-pose.pt,yolov8x,8,320,ave_time,0.003475953187444247
NVIDIA GeForce RTX 3090 Ti,-pose.pt,yolov8x,8,320,batch_time,0.027807625499553977
NVIDIA GeForce RTX 3090 Ti,-pose.pt,yolov8x,8,640,ave_time,0.01152143576182425
NVIDIA GeForce RTX 3090 Ti,-pose.pt,yolov8x,8,640,batch_time,0.092171486094594
NVIDIA GeForce RTX 3090 Ti,-pose.pt,yolov8x,8,1088,ave_time,0.03187971237639431
NVIDIA GeForce RTX 3090 Ti,-pose.pt,yolov8x,8,1088,batch_time,0.2550376990111545
NVIDIA GeForce RTX 3090 Ti,-pose.pt,yolov8x,12,320,ave_time,0.003623366185153524
NVIDIA GeForce RTX 3090 Ti,-pose.pt,yolov8x,12,320,batch_time,0.043480394221842286
NVIDIA GeForce RTX 3090 Ti,-pose.pt,yolov8x,12,640,ave_time,0.011078336208205048
NVIDIA GeForce RTX 3090 Ti,-pose.pt,yolov8x,12,640,batch_time,0.1329400344984606
NVIDIA GeForce RTX 3090 Ti,-pose.pt,yolov8x,12,1088,ave_time,0.028483051125658677
NVIDIA GeForce RTX 3090 Ti,-pose.pt,yolov8x,12,1088,batch_time,0.34179661350790413
NVIDIA GeForce RTX 3090 Ti,-pose.pt,yolov8x,16,320,ave_time,0.0034121106131351554
NVIDIA GeForce RTX 3090 Ti,-pose.pt,yolov8x,16,320,batch_time,0.054593769810162486
NVIDIA GeForce RTX 3090 Ti,-pose.pt,yolov8x,16,640,ave_time,0.010429456012207083
NVIDIA GeForce RTX 3090 Ti,-pose.pt,yolov8x,16,640,batch_time,0.16687129619531332
NVIDIA GeForce RTX 3090 Ti,-pose.pt,yolov8x,16,1088,ave_time,0.028849616268416867
NVIDIA GeForce RTX 3090 Ti,-pose.pt,yolov8x,16,1088,batch_time,0.46159386029466987
NVIDIA GeForce RTX 3090 Ti,-pose.pt,yolov8x,20,320,ave_time,0.003337963609956205
NVIDIA GeForce RTX 3090 Ti,-pose.pt,yolov8x,20,320,batch_time,0.0667592721991241
NVIDIA GeForce RTX 3090 Ti,-pose.pt,yolov8x,20,640,ave_time,0.010278935513924807
NVIDIA GeForce RTX 3090 Ti,-pose.pt,yolov8x,20,640,batch_time,0.20557871027849614
NVIDIA GeForce RTX 3090 Ti,-pose.pt,yolov8x,20,1088,ave_time,0.029064016474876553
NVIDIA GeForce RTX 3090 Ti,-pose.pt,yolov8x,20,1088,batch_time,0.5812803294975311
NVIDIA GeForce RTX 3090 Ti,-obb.pt,yolov8n,1,320,ave_time,0.0023635969031602145
NVIDIA GeForce RTX 3090 Ti,-obb.pt,yolov8n,1,320,batch_time,0.0023635969031602145
NVIDIA GeForce RTX 3090 Ti,-obb.pt,yolov8n,1,640,ave_time,0.0035706932889297605
NVIDIA GeForce RTX 3090 Ti,-obb.pt,yolov8n,1,640,batch_time,0.0035706932889297605
NVIDIA GeForce RTX 3090 Ti,-obb.pt,yolov8n,1,1088,ave_time,0.005290655395947396
NVIDIA GeForce RTX 3090 Ti,-obb.pt,yolov8n,1,1088,batch_time,0.005290655395947396
NVIDIA GeForce RTX 3090 Ti,-obb.pt,yolov8n,2,320,ave_time,0.0013917310046963395
NVIDIA GeForce RTX 3090 Ti,-obb.pt,yolov8n,2,320,batch_time,0.002783462009392679
NVIDIA GeForce RTX 3090 Ti,-obb.pt,yolov8n,2,640,ave_time,0.0025023319525644184
NVIDIA GeForce RTX 3090 Ti,-obb.pt,yolov8n,2,640,batch_time,0.005004663905128837
NVIDIA GeForce RTX 3090 Ti,-obb.pt,yolov8n,2,1088,ave_time,0.005047255102545023
NVIDIA GeForce RTX 3090 Ti,-obb.pt,yolov8n,2,1088,batch_time,0.010094510205090047
NVIDIA GeForce RTX 3090 Ti,-obb.pt,yolov8n,4,320,ave_time,0.0008261432987637818
NVIDIA GeForce RTX 3090 Ti,-obb.pt,yolov8n,4,320,batch_time,0.0033045731950551273
NVIDIA GeForce RTX 3090 Ti,-obb.pt,yolov8n,4,640,ave_time,0.002153893723152578
NVIDIA GeForce RTX 3090 Ti,-obb.pt,yolov8n,4,640,batch_time,0.008615574892610311
NVIDIA GeForce RTX 3090 Ti,-obb.pt,yolov8n,4,1088,ave_time,0.004658869450213388
NVIDIA GeForce RTX 3090 Ti,-obb.pt,yolov8n,4,1088,batch_time,0.01863547780085355
NVIDIA GeForce RTX 3090 Ti,-obb.pt,yolov8n,8,320,ave_time,0.0010083741741254925
NVIDIA GeForce RTX 3090 Ti,-obb.pt,yolov8n,8,320,batch_time,0.00806699339300394
NVIDIA GeForce RTX 3090 Ti,-obb.pt,yolov8n,8,640,ave_time,0.0020456276106415316
NVIDIA GeForce RTX 3090 Ti,-obb.pt,yolov8n,8,640,batch_time,0.016365020885132253
NVIDIA GeForce RTX 3090 Ti,-obb.pt,yolov8n,8,1088,ave_time,0.0045957364869536835
NVIDIA GeForce RTX 3090 Ti,-obb.pt,yolov8n,8,1088,batch_time,0.03676589189562947
NVIDIA GeForce RTX 3090 Ti,-obb.pt,yolov8n,12,320,ave_time,0.0005439922912046314
NVIDIA GeForce RTX 3090 Ti,-obb.pt,yolov8n,12,320,batch_time,0.006527907494455576
NVIDIA GeForce RTX 3090 Ti,-obb.pt,yolov8n,12,640,ave_time,0.002172950573731214
NVIDIA GeForce RTX 3090 Ti,-obb.pt,yolov8n,12,640,batch_time,0.026075406884774565
NVIDIA GeForce RTX 3090 Ti,-obb.pt,yolov8n,12,1088,ave_time,0.004494270234135911
NVIDIA GeForce RTX 3090 Ti,-obb.pt,yolov8n,12,1088,batch_time,0.05393124280963093
NVIDIA GeForce RTX 3090 Ti,-obb.pt,yolov8n,16,320,ave_time,0.0005148664000444114
NVIDIA GeForce RTX 3090 Ti,-obb.pt,yolov8n,16,320,batch_time,0.008237862400710583
NVIDIA GeForce RTX 3090 Ti,-obb.pt,yolov8n,16,640,ave_time,0.0019502062816172839
NVIDIA GeForce RTX 3090 Ti,-obb.pt,yolov8n,16,640,batch_time,0.031203300505876542
NVIDIA GeForce RTX 3090 Ti,-obb.pt,yolov8n,16,1088,ave_time,0.004676628005108796
NVIDIA GeForce RTX 3090 Ti,-obb.pt,yolov8n,16,1088,batch_time,0.07482604808174073
NVIDIA GeForce RTX 3090 Ti,-obb.pt,yolov8n,20,320,ave_time,0.0004994362452998757
NVIDIA GeForce RTX 3090 Ti,-obb.pt,yolov8n,20,320,batch_time,0.009988724905997514
NVIDIA GeForce RTX 3090 Ti,-obb.pt,yolov8n,20,640,ave_time,0.001958838334539905
NVIDIA GeForce RTX 3090 Ti,-obb.pt,yolov8n,20,640,batch_time,0.0391767666907981
NVIDIA GeForce RTX 3090 Ti,-obb.pt,yolov8n,20,1088,ave_time,0.004565045435447246
NVIDIA GeForce RTX 3090 Ti,-obb.pt,yolov8n,20,1088,batch_time,0.09130090870894492
NVIDIA GeForce RTX 3090 Ti,-obb.pt,yolov8s,1,320,ave_time,0.0024548600893467666
NVIDIA GeForce RTX 3090 Ti,-obb.pt,yolov8s,1,320,batch_time,0.0024548600893467666
NVIDIA GeForce RTX 3090 Ti,-obb.pt,yolov8s,1,640,ave_time,0.0036224866984412075
NVIDIA GeForce RTX 3090 Ti,-obb.pt,yolov8s,1,640,batch_time,0.0036224866984412075
NVIDIA GeForce RTX 3090 Ti,-obb.pt,yolov8s,1,1088,ave_time,0.008317816513590514
NVIDIA GeForce RTX 3090 Ti,-obb.pt,yolov8s,1,1088,batch_time,0.008317816513590514
NVIDIA GeForce RTX 3090 Ti,-obb.pt,yolov8s,2,320,ave_time,0.001531940943095833
NVIDIA GeForce RTX 3090 Ti,-obb.pt,yolov8s,2,320,batch_time,0.003063881886191666
NVIDIA GeForce RTX 3090 Ti,-obb.pt,yolov8s,2,640,ave_time,0.002859487198293209
NVIDIA GeForce RTX 3090 Ti,-obb.pt,yolov8s,2,640,batch_time,0.005718974396586418
NVIDIA GeForce RTX 3090 Ti,-obb.pt,yolov8s,2,1088,ave_time,0.0073817124590277675
NVIDIA GeForce RTX 3090 Ti,-obb.pt,yolov8s,2,1088,batch_time,0.014763424918055535
NVIDIA GeForce RTX 3090 Ti,-obb.pt,yolov8s,4,320,ave_time,0.0010162252990994602
NVIDIA GeForce RTX 3090 Ti,-obb.pt,yolov8s,4,320,batch_time,0.004064901196397841
NVIDIA GeForce RTX 3090 Ti,-obb.pt,yolov8s,4,640,ave_time,0.0024825376982335
NVIDIA GeForce RTX 3090 Ti,-obb.pt,yolov8s,4,640,batch_time,0.009930150792934
NVIDIA GeForce RTX 3090 Ti,-obb.pt,yolov8s,4,1088,ave_time,0.007065662974491715
NVIDIA GeForce RTX 3090 Ti,-obb.pt,yolov8s,4,1088,batch_time,0.02826265189796686
NVIDIA GeForce RTX 3090 Ti,-obb.pt,yolov8s,8,320,ave_time,0.0008289451739983633
NVIDIA GeForce RTX 3090 Ti,-obb.pt,yolov8s,8,320,batch_time,0.006631561391986907
NVIDIA GeForce RTX 3090 Ti,-obb.pt,yolov8s,8,640,ave_time,0.002370800275821239
NVIDIA GeForce RTX 3090 Ti,-obb.pt,yolov8s,8,640,batch_time,0.01896640220656991
NVIDIA GeForce RTX 3090 Ti,-obb.pt,yolov8s,8,1088,ave_time,0.006881727476138621
NVIDIA GeForce RTX 3090 Ti,-obb.pt,yolov8s,8,1088,batch_time,0.05505381980910897
NVIDIA GeForce RTX 3090 Ti,-obb.pt,yolov8s,12,320,ave_time,0.0007787773094605655
NVIDIA GeForce RTX 3090 Ti,-obb.pt,yolov8s,12,320,batch_time,0.009345327713526785
NVIDIA GeForce RTX 3090 Ti,-obb.pt,yolov8s,12,640,ave_time,0.002392838183247174
NVIDIA GeForce RTX 3090 Ti,-obb.pt,yolov8s,12,640,batch_time,0.028714058198966087
NVIDIA GeForce RTX 3090 Ti,-obb.pt,yolov8s,12,1088,ave_time,0.0065626927670867485
NVIDIA GeForce RTX 3090 Ti,-obb.pt,yolov8s,12,1088,batch_time,0.07875231320504099
NVIDIA GeForce RTX 3090 Ti,-obb.pt,yolov8s,16,320,ave_time,0.000732349201280158
NVIDIA GeForce RTX 3090 Ti,-obb.pt,yolov8s,16,320,batch_time,0.011717587220482528
NVIDIA GeForce RTX 3090 Ti,-obb.pt,yolov8s,16,640,ave_time,0.002342214142845478
NVIDIA GeForce RTX 3090 Ti,-obb.pt,yolov8s,16,640,batch_time,0.03747542628552765
NVIDIA GeForce RTX 3090 Ti,-obb.pt,yolov8s,16,1088,ave_time,0.006783136761805508
NVIDIA GeForce RTX 3090 Ti,-obb.pt,yolov8s,16,1088,batch_time,0.10853018818888813
NVIDIA GeForce RTX 3090 Ti,-obb.pt,yolov8s,20,320,ave_time,0.000737784740049392
NVIDIA GeForce RTX 3090 Ti,-obb.pt,yolov8s,20,320,batch_time,0.01475569480098784
NVIDIA GeForce RTX 3090 Ti,-obb.pt,yolov8s,20,640,ave_time,0.0023161359294317663
NVIDIA GeForce RTX 3090 Ti,-obb.pt,yolov8s,20,640,batch_time,0.04632271858863533
NVIDIA GeForce RTX 3090 Ti,-obb.pt,yolov8s,20,1088,ave_time,0.006662251489469781
NVIDIA GeForce RTX 3090 Ti,-obb.pt,yolov8s,20,1088,batch_time,0.13324502978939562
NVIDIA GeForce RTX 3090 Ti,-obb.pt,yolov8m,1,320,ave_time,0.0036170796025544404
NVIDIA GeForce RTX 3090 Ti,-obb.pt,yolov8m,1,320,batch_time,0.0036170796025544404
NVIDIA GeForce RTX 3090 Ti,-obb.pt,yolov8m,1,640,ave_time,0.006873030005954206
NVIDIA GeForce RTX 3090 Ti,-obb.pt,yolov8m,1,640,batch_time,0.006873030005954206
NVIDIA GeForce RTX 3090 Ti,-obb.pt,yolov8m,1,1088,ave_time,0.013433847995474934
NVIDIA GeForce RTX 3090 Ti,-obb.pt,yolov8m,1,1088,batch_time,0.013433847995474934
NVIDIA GeForce RTX 3090 Ti,-obb.pt,yolov8m,2,320,ave_time,0.0024094949010759594
NVIDIA GeForce RTX 3090 Ti,-obb.pt,yolov8m,2,320,batch_time,0.004818989802151919
NVIDIA GeForce RTX 3090 Ti,-obb.pt,yolov8m,2,640,ave_time,0.005425605247728527
NVIDIA GeForce RTX 3090 Ti,-obb.pt,yolov8m,2,640,batch_time,0.010851210495457054
NVIDIA GeForce RTX 3090 Ti,-obb.pt,yolov8m,2,1088,ave_time,0.013191256346181035
NVIDIA GeForce RTX 3090 Ti,-obb.pt,yolov8m,2,1088,batch_time,0.02638251269236207
NVIDIA GeForce RTX 3090 Ti,-obb.pt,yolov8m,4,320,ave_time,0.001641213649418205
NVIDIA GeForce RTX 3090 Ti,-obb.pt,yolov8m,4,320,batch_time,0.00656485459767282
NVIDIA GeForce RTX 3090 Ti,-obb.pt,yolov8m,4,640,ave_time,0.005030401877593249
NVIDIA GeForce RTX 3090 Ti,-obb.pt,yolov8m,4,640,batch_time,0.020121607510372997
NVIDIA GeForce RTX 3090 Ti,-obb.pt,yolov8m,4,1088,ave_time,0.01191779407672584
NVIDIA GeForce RTX 3090 Ti,-obb.pt,yolov8m,4,1088,batch_time,0.04767117630690336
NVIDIA GeForce RTX 3090 Ti,-obb.pt,yolov8m,8,320,ave_time,0.0013862182473530992
NVIDIA GeForce RTX 3090 Ti,-obb.pt,yolov8m,8,320,batch_time,0.011089745978824794
NVIDIA GeForce RTX 3090 Ti,-obb.pt,yolov8m,8,640,ave_time,0.004963381463312544
NVIDIA GeForce RTX 3090 Ti,-obb.pt,yolov8m,8,640,batch_time,0.03970705170650035
NVIDIA GeForce RTX 3090 Ti,-obb.pt,yolov8m,8,1088,ave_time,0.011695718599366956
NVIDIA GeForce RTX 3090 Ti,-obb.pt,yolov8m,8,1088,batch_time,0.09356574879493565
NVIDIA GeForce RTX 3090 Ti,-obb.pt,yolov8m,12,320,ave_time,0.0013721079584987214
NVIDIA GeForce RTX 3090 Ti,-obb.pt,yolov8m,12,320,batch_time,0.016465295501984657
NVIDIA GeForce RTX 3090 Ti,-obb.pt,yolov8m,12,640,ave_time,0.004848925782910859
NVIDIA GeForce RTX 3090 Ti,-obb.pt,yolov8m,12,640,batch_time,0.058187109394930304
NVIDIA GeForce RTX 3090 Ti,-obb.pt,yolov8m,12,1088,ave_time,0.01165767161680075
NVIDIA GeForce RTX 3090 Ti,-obb.pt,yolov8m,12,1088,batch_time,0.139892059401609
NVIDIA GeForce RTX 3090 Ti,-obb.pt,yolov8m,16,320,ave_time,0.0013112556247506292
NVIDIA GeForce RTX 3090 Ti,-obb.pt,yolov8m,16,320,batch_time,0.020980089996010066
NVIDIA GeForce RTX 3090 Ti,-obb.pt,yolov8m,16,640,ave_time,0.004878161087981425
NVIDIA GeForce RTX 3090 Ti,-obb.pt,yolov8m,16,640,batch_time,0.0780505774077028
NVIDIA GeForce RTX 3090 Ti,-obb.pt,yolov8m,16,1088,ave_time,0.011824379068275447
NVIDIA GeForce RTX 3090 Ti,-obb.pt,yolov8m,16,1088,batch_time,0.18919006509240716
NVIDIA GeForce RTX 3090 Ti,-obb.pt,yolov8m,20,320,ave_time,0.001299720845418051
NVIDIA GeForce RTX 3090 Ti,-obb.pt,yolov8m,20,320,batch_time,0.025994416908361018
NVIDIA GeForce RTX 3090 Ti,-obb.pt,yolov8m,20,640,ave_time,0.004649505139095709
NVIDIA GeForce RTX 3090 Ti,-obb.pt,yolov8m,20,640,batch_time,0.09299010278191418
NVIDIA GeForce RTX 3090 Ti,-obb.pt,yolov8m,20,1088,ave_time,0.011544738309457899
NVIDIA GeForce RTX 3090 Ti,-obb.pt,yolov8m,20,1088,batch_time,0.23089476618915797
NVIDIA GeForce RTX 3090 Ti,-obb.pt,yolov8l,1,320,ave_time,0.004657135508023202
NVIDIA GeForce RTX 3090 Ti,-obb.pt,yolov8l,1,320,batch_time,0.004657135508023202
NVIDIA GeForce RTX 3090 Ti,-obb.pt,yolov8l,1,640,ave_time,0.009175813500769436
NVIDIA GeForce RTX 3090 Ti,-obb.pt,yolov8l,1,640,batch_time,0.009175813500769436
NVIDIA GeForce RTX 3090 Ti,-obb.pt,yolov8l,1,1088,ave_time,0.02181184119544923
NVIDIA GeForce RTX 3090 Ti,-obb.pt,yolov8l,1,1088,batch_time,0.02181184119544923
NVIDIA GeForce RTX 3090 Ti,-obb.pt,yolov8l,2,320,ave_time,0.0032973040011711418
NVIDIA GeForce RTX 3090 Ti,-obb.pt,yolov8l,2,320,batch_time,0.0065946080023422836
NVIDIA GeForce RTX 3090 Ti,-obb.pt,yolov8l,2,640,ave_time,0.007928798254579306
NVIDIA GeForce RTX 3090 Ti,-obb.pt,yolov8l,2,640,batch_time,0.015857596509158613
NVIDIA GeForce RTX 3090 Ti,-obb.pt,yolov8l,2,1088,ave_time,0.020728965941816568
NVIDIA GeForce RTX 3090 Ti,-obb.pt,yolov8l,2,1088,batch_time,0.041457931883633135
NVIDIA GeForce RTX 3090 Ti,-obb.pt,yolov8l,4,320,ave_time,0.0021652764757163824
NVIDIA GeForce RTX 3090 Ti,-obb.pt,yolov8l,4,320,batch_time,0.00866110590286553
NVIDIA GeForce RTX 3090 Ti,-obb.pt,yolov8l,4,640,ave_time,0.007159209327073768
NVIDIA GeForce RTX 3090 Ti,-obb.pt,yolov8l,4,640,batch_time,0.028636837308295072
NVIDIA GeForce RTX 3090 Ti,-obb.pt,yolov8l,4,1088,ave_time,0.018706694449065253
NVIDIA GeForce RTX 3090 Ti,-obb.pt,yolov8l,4,1088,batch_time,0.07482677779626101
NVIDIA GeForce RTX 3090 Ti,-obb.pt,yolov8l,8,320,ave_time,0.00197382447659038
NVIDIA GeForce RTX 3090 Ti,-obb.pt,yolov8l,8,320,batch_time,0.01579059581272304
NVIDIA GeForce RTX 3090 Ti,-obb.pt,yolov8l,8,640,ave_time,0.006999416698818095
NVIDIA GeForce RTX 3090 Ti,-obb.pt,yolov8l,8,640,batch_time,0.05599533359054476
NVIDIA GeForce RTX 3090 Ti,-obb.pt,yolov8l,8,1088,ave_time,0.017847288426128215
NVIDIA GeForce RTX 3090 Ti,-obb.pt,yolov8l,8,1088,batch_time,0.14277830740902572
NVIDIA GeForce RTX 3090 Ti,-obb.pt,yolov8l,12,320,ave_time,0.0020911323740923156
NVIDIA GeForce RTX 3090 Ti,-obb.pt,yolov8l,12,320,batch_time,0.02509358848910779
NVIDIA GeForce RTX 3090 Ti,-obb.pt,yolov8l,12,640,ave_time,0.006806546659208834
NVIDIA GeForce RTX 3090 Ti,-obb.pt,yolov8l,12,640,batch_time,0.08167855991050602
NVIDIA GeForce RTX 3090 Ti,-obb.pt,yolov8l,12,1088,ave_time,0.01732716876625394
NVIDIA GeForce RTX 3090 Ti,-obb.pt,yolov8l,12,1088,batch_time,0.20792602519504727
NVIDIA GeForce RTX 3090 Ti,-obb.pt,yolov8l,16,320,ave_time,0.001943883149942849
NVIDIA GeForce RTX 3090 Ti,-obb.pt,yolov8l,16,320,batch_time,0.031102130399085583
NVIDIA GeForce RTX 3090 Ti,-obb.pt,yolov8l,16,640,ave_time,0.006819881893170532
NVIDIA GeForce RTX 3090 Ti,-obb.pt,yolov8l,16,640,batch_time,0.10911811029072851
NVIDIA GeForce RTX 3090 Ti,-obb.pt,yolov8l,16,1088,ave_time,0.017805894000048283
NVIDIA GeForce RTX 3090 Ti,-obb.pt,yolov8l,16,1088,batch_time,0.28489430400077254
NVIDIA GeForce RTX 3090 Ti,-obb.pt,yolov8l,20,320,ave_time,0.00191015301970765
NVIDIA GeForce RTX 3090 Ti,-obb.pt,yolov8l,20,320,batch_time,0.038203060394153
NVIDIA GeForce RTX 3090 Ti,-obb.pt,yolov8l,20,640,ave_time,0.006789311629254372
NVIDIA GeForce RTX 3090 Ti,-obb.pt,yolov8l,20,640,batch_time,0.13578623258508743
NVIDIA GeForce RTX 3090 Ti,-obb.pt,yolov8l,20,1088,ave_time,0.017757150440011173
NVIDIA GeForce RTX 3090 Ti,-obb.pt,yolov8l,20,1088,batch_time,0.3551430088002235
NVIDIA GeForce RTX 3090 Ti,-obb.pt,yolov8x,1,320,ave_time,0.006497900397516787
NVIDIA GeForce RTX 3090 Ti,-obb.pt,yolov8x,1,320,batch_time,0.006497900397516787
NVIDIA GeForce RTX 3090 Ti,-obb.pt,yolov8x,1,640,ave_time,0.014704435388557613
NVIDIA GeForce RTX 3090 Ti,-obb.pt,yolov8x,1,640,batch_time,0.014704435388557613
NVIDIA GeForce RTX 3090 Ti,-obb.pt,yolov8x,1,1088,ave_time,0.034299458679743114
NVIDIA GeForce RTX 3090 Ti,-obb.pt,yolov8x,1,1088,batch_time,0.034299458679743114
NVIDIA GeForce RTX 3090 Ti,-obb.pt,yolov8x,2,320,ave_time,0.004830334451980889
NVIDIA GeForce RTX 3090 Ti,-obb.pt,yolov8x,2,320,batch_time,0.009660668903961778
NVIDIA GeForce RTX 3090 Ti,-obb.pt,yolov8x,2,640,ave_time,0.012528789753559977
NVIDIA GeForce RTX 3090 Ti,-obb.pt,yolov8x,2,640,batch_time,0.025057579507119954
